country,country_code,date_added,has_expired,job_board,Job_Description,Requirement,Job_Title,Job_Type,Location,Organization,Page_URL,Salary,Sector,Uniq_ID
United States of America,US,,No,jobs.monster.com,"Seeking an innovative and passionate Salesforce.com Business Analyst to join our growing Salesforce.com practice.  Responsible for analyzing, designing and delivering CRM & Force.com based cloud solutions on the Salesforce.com platform with a focus on the sales and service cloud implementations.  Specific Duties Scope, define and drive critical business initiatives to enhance company performance in the Sales and Marketing areas Design adaptable and scalable solutions that meet current business needs and can be leveraged to address future needs (including the creation and maintenance of multi-year functional roadmaps) Translate abstract concepts in to clear and actionable deliverables Analyze business process and design scalable solutions to increase operational maturity Provide strategic guidance for the Salesforce.com platform identifying and proposing innovative capabilities Drive a team of vendors, developers, business analysts, and line of business subject matter experts to design and implement optimal solutions that meets business needs and long term support objectives Develop business cases and determine benefits of pursuing operating plan initiatives and contribute to prioritization Lead requirements solicitation sessions using various methods including but not limited to: interviews, document analysis, requirements workshops, surveys, site visits, business process descriptions, use cases, scenarios Lead/oversee testing efforts to ensure high quality deliverables Lead/guide developers in understanding business needs Lead process improvement efforts to increase automation or productivity Drive business stakeholders toward consensus and decisions  Job Requirements and Experience: 6-8 years of experience in Information Technology 5+ years of experience as a business analyst on progressively complex solutions 3+ years of experience with Salesforce.com  Cognizant(NASDAQ: CTSH) is a leading provider of information technology, consulting, and business process outsourcing services, dedicated to helping the world's leading companies build stronger businesses. Headquartered in Teaneck, New Jersey (U.S.), Cognizant combines a passion for client satisfaction, technology innovation, deep industry and business process expertise, and a global, collaborative workforce that embodies the future of work. With over 100 development and delivery centres worldwide and approximately 221,700 employees as of December 31, 2015, Cognizant is a member of the NASDAQ-100, the S&P 500, the Forbes Global 2000, and the Fortune 500 and is ranked among the top performing and fastest growing companies in the world. Visit us online at www.cognizant.com or follow us on https://twitter.com/USJobsCognizant/. Additional Information:",,SFDC Business Analyst,Full Time Employee,"Irving, TX 75038",All,http://jobview.monster.com/SFDC-Business-Analyst-Job-Irving-TX-US-165627400.aspx?mescoid=1300087001001&jobPosition=3,,IT/Software Development,66b68dcae4daf3eee904af93ea75ba3b
United States of America,US,,No,jobs.monster.com,"RESPONSIBILITIES:Kforce has a client seeking a Database Management Analyst in Jersey City, NJ. As a DB2 DBA, the ideal candidate would be responsible for installing DB2 software and maintenance of enterprise databases; testing and applying DB2 fixpack updates; monitoring, managing, and maintaining backup and recovery schedules for database servers; and design and maintain data access control policies and ensure compliance with audit & regulatory policies. The job also entails monitoring database performance and working with other team members to remove bottlenecks and improve overall performance, enforcing database policies and procedures, providing database administration for developers and team members.Duties and Responsibilities: Install IBM DB2 software Create and maintain standard installation and setup procedures for database servers Maintain and facilitate standard backup procedures, retention plans, and restore testing Assist with data migration between systems including regular data refreshes and making production data anonymous for use in testing environments Work pro-actively to gauge the performance of the application & database and provide recommendations to achieve the optimal architecture Assess impact on performance with different changes and review scalability of the infrastructure. Maintain standard procedural documentation related to all aspects of operating the database platforms Participate in incident resolution as an escalation point for database incidents Document known errors or workarounds in the shared Knowledge BaseREQUIREMENTS: Computer Science degree or equivalent experience Total 6+ years of DB2 Database Administration experience out of which minimum 2+ should be on DB2 9.x versions History of managing multiple RDBMS in large environments in AIX environments Experience with redundancy and resiliency applied to create a high availability service (HADR) Practical experience in monitoring and tuning a database Experience in working in a 24X7 environments and on-call support Experience on Q-replication is desirable, but not required Strong interpersonal skills",,DB Database Management Analyst ,"Full Time, Temporary/Contract/Project","Jersey City, NJ 07310",,http://jobview.monster.com/DB2-Database-Management-Analyst-Job-Jersey-City-NJ-US-166618267.aspx?mescoid=1500142001001&jobPosition=1,,Experienced (Non-Manager),89737ec22eea129e02d41da42c24d5af
United States of America,US,,No,jobs.monster.com,"DATA ANALYST – CONTRACT TO PERM – ORLANDO, FL• Work in a medical claims environment.Data Analyst Skills & Requirements:• Strong experience working with ETL tools• Experience in File Transfer protocol (FTP)• Experience optimizing scripts, mapping, etc.Pluses:• Medical analytics experience or Claims processing experience or Financial Analysis experienceFollow us on our BLOG to see more jobs like this: http://orlando.vereduscorp.com / Why Veredus?Candidates work with a professional Recruiter whose average experience is eight years in the industry. That means they have intimate knowledge of the Information Technology industry and market trends - who is in demand now and who will be next. Your Veredus Recruiter will lead you through a thorough screening process in order to understand your skills, experience, needs, and desires. They also counsel their candidates in resume writing, interviewing, and career planning so when there’s a position you really want, you’re fully prepared to get it. . Additionally, if the position is a consulting opportunity Veredus provides full benefits starting Day 1, and at virtually no cost to you. • Medical • Dental • Vision • 401K • Life Insurance ($20,000 benefit)• ATOP - Accrued Time Off Program• Consultant Lunches and Outings • Consultant Web-Site• Name Plates• Care packages/Survival packs• Dedicated Consulting Services RepresentativeVeredus has been recognized as one of the “Best Staffing Firms to Work For” by Staffing Industry Analysts the last 3 years in a row. Nervous about an upcoming interview? Want to be as prepared as possible?Click on the link below and you will have access to the Veredus Interview Prep Video - culled from hundreds of years of collective experience in preparing candidates for that all important job interview: http://vereduscorp.com/career-center / Veredus Corporation is an EEO/Affirmative Action Employer M/F/D/V.Drug testing may be required; please contact Recruiter for more information.",,Data Analyst,Full Time Temporary/Contract/Project,"Orlando, FL",Computer/IT Services,http://jobview.monster.com/Data-Analyst-Job-Orlando-FL-US-164550135.aspx?mescoid=1300087001001&jobPosition=11,30.00 - 33.00 $ /hour,IT/Software Development,832a5bbfc28b16e3ffd662750c0f6342
United States of America,US,,No,jobs.monster.com,"AT&T Government Solutions, Inc., has openings to work on different aspects of state-of-the-art modeling and simulation activities. The jobs will include technical research and analysis, programming, software engineering, modeling complex systems, and algorithm development on existing and new programs. The successful applicant will work with a team of scientists, engineers, and software specialists to produce innovative new capabilities and services based on existing products and application suite. We are looking for candidates that are forward thinking, capable of achieving a broad perspective, and have a strong desire to achieve results. Salary will be competitive based on qualifications and experienceWe are looking for individuals with strong technical fundamentals from computer science, electrical engineering, physics, mathematics or related fields. The positions can be filled at the BS/BA, MS/MA or PhD levels from any of these areas or equivalent experience. Applicant must be able to work in a team environment and possess excellent oral and written communication skills. Some US travel by commercial air may be required to attend meetings and present project results. Required Clearance: Applicant must be a US Citizen and capable of achieving clearance at the Top Secret level. Desired: Strong programming skills, C++ and object-oriented experience, problem solving approach development, requirements analysis, software and technical testing, reading and writing documentation, proposal writing, and generating high content visualizations. Experience with electro-optical sensors and systems, radar systems, satellite communications, or cyber security. MS Office and Visual Studio experience a plus.",,Software Engineer and Analyst,,"Santa Barbara, CA",,http://jobview.monster.com/Software-Engineer-Analyst-Job-Santa-Barbara-CA-US-166659780.aspx?mescoid=1500123001001&jobPosition=4,,,d9e03209c4e1f0208759e1aa6def39e9
United States of America,US,,No,jobs.monster.com,"Job description:Business Analyst position supporting enterprise sales force automation / customer relationship management application development projects on multiple platforms including mobile.  Ideal Candidate will have:·        Excellent customer facing skills·        Experience writing detailed business and functional requirements·        Experience with a Waterfall SDLC methodology ·        Experience with Digital Marketing initiatives and projects, regardless of user and audience community, including but not limited to web, app, email, and mobile tactics Required Candidate skills:·        4+ years of Business Analyst experience preferably in Information Technology·        Training in SDLC methodology along with experience in deploying large validated applications in a corporate environment valuable. ·        Experienced in and ability to work with Business and IT management to establish and gain consensus on project goals, objectives, timelines and deliverables·        Ability to elicit and document functional requirements from users, use cases/scenarios, or general business requirements·        Effectively document  business, systems, data, and process flows, taking into account end user audience·        Capability to assess and articulate the degree to which changes to scope, issues and risks may affect projects, and then working with Business and IT management to gain agreement for resolution·        Strong inter-personal and communication skills, ability to work with and across all levels of management and stakeholder groups (Technical, Marketing, Sales, Regulatory, Customer Excellence, Operations, etc.)·        Display clear accountability and ownership of assigned work streams, and have to ability to drive to completion·        Good analytical skills and a creative problem solving ability·        Comfort with, and ability to articulate and present platform and technical capabilities to Line of Business and IT stakeholder groupsAscendum provides: ·         Health and Dental benefits to all consultants. ·         401(k) Retirement plan with employer contribution. ·         Paid vacation and sick days.We welcome inquiries from applicants only (We will not accept third parties or agencies for this opportunity). Candidates must be authorized to work permanently in the United States. Due to the volume of resumes that we receive, only those candidates selected for review will be contacted. Ascendum is an equal opportunity employer.",,Business Analyst,"Full Time, Temporary/Contract/Project","Cincinnati, OH 45202",Computer/IT Services,http://jobview.monster.com/Business-Analyst-Job-Cincinnati-OH-US-166661187.aspx?mescoid=1300087001001&jobPosition=9,,IT/Software Development,764244f55ab7646b628ad3de6b249dbc
United States of America,US,,No,jobs.monster.com,"RESPONSIBILITIES:Kforce has a client in Fort Lauderdale, Florida (FL) that is seeking an Implementation Business Analyst on a full time permanent basis. Responsibilities: Analyze client business process / requirements and develop corresponding process and data flows Perform gap analysis activities to identify and document any possible requirement gaps as well as provide creative solutions to ambiguous business problems Develop materials and deliver training required for each client assigned implementation Configure data and business rules for new / existing implementations Assist with testing strategies, conditions and evaluation of expected results Deliver meeting minutes, status reports, and post-project evaluations as required Offer in-depth line of questioning to uncover barriers, resistance and overall software usage In your first year your goals will include: Successfully complete 2 implementations as the secondary BA Successfully complete 2 implementations as the lead BAREQUIREMENTS: Must have Software implementation experience Prior experience with writing and analyzing technical business and system requirement documents that convey complex analysis and solutions Must have experience interfacing with external clients Proficient experience with MS Office Suite, Visio and web technologies Ability to effectively present information to customers, strategic business partners, and company management History of recommending and implementing process improvements Must have experience implementating software with external clients Must be ok to travel to client sites weekly",,Business Analyst,"Full Time, Employee","Fort Lauderdale, FL 33313",,http://jobview.monster.com/Customer-Facing-Business-Analyst-75-travel-Job-Fort-Lauderdale-FL-US-166612005.aspx?mescoid=1300087001001&jobPosition=20,,Experienced (Non-Manager),00fdd0d95a6d404ac35de812bd9d20b8
United States of America,US,,No,jobs.monster.com,"Job Summary:    Responsible for solving organizational information problems and requirements by    analyzing requirements; designing computer programs; recommending system controls    and protocols.Job Responsibilities:Lead cross functional projects and/or discussions relative to new or existing  processes or systems.Act in a leadership role to facilitate the gathering of user requirements for projects, under the guidance of the Business Owner.Develop understanding of the system technical capabilities.Provide input to key decisions on system architecture.Help develop system testing strategy for Integration and Acceptance Testing.Work closely with Enterprise SuperUsers and SMEs where process and systems changes are cross functional in nature or in project scenarios where full validation is required (i.e. upgrades, patches, adding new locations, etc.).Lead development/maintenance of high level (Level 1) business process mapsDetermines operational objectives by studying business functions; gathering information; evaluating output requirements and formats.Designs new computer programs by analyzing requirements; constructing workflow charts and diagrams; studying system capabilities; writing specifications.Improves systems by studying current practices; designing modifications.Recommends controls by identifying problems; writing improved procedures.Defines project requirements by identifying project milestones, phases, and elements; forming project team; establishing project budget.Monitors project progress by tracking activity; resolving problems; publishing progress reports; recommending actions.Maintains system protocols by writing and updating procedures.Provides references for users by writing and maintaining user documentation; providing help desk support; training users.Maintains user confidence and protects operations by keeping information confidential.Prepares technical reports by collecting, analyzing, and summarizing information and trends.Maintains professional and technical knowledge by attending educational workshops; reviewing professional publications; establishing personal networks; benchmarking state-of-the-art practices; participating in professional societies.Contributes to team effort by accomplishing related results as needed. Job Requirements: ·         Excellent communication/interpersonal skills.·         Applicable knowledge of GMP, cGMP and their relationship to process design,        computer systems and validation.·         Ability to work effectively in an international multicultural matrix organization.·         Functions in a fast paced and continuously changing environment.·         Ability to challenge the status quo in an effort to drive systematic change and       improvements.·         Originate or initiate new and unique ideas to resolve business/technical      problems.·         Strong organization and time management skills, team player, customer      focused.·         Ability to develop and maintain positive working relationships, clarify      expectations and seek understanding.·         Willing to travel (5-10% of the time).·         Due to the global nature of the role, flexibility in regards of meeting times.·         Excellent oral and written communication skills. ·         Strong facilitation and training skills. Educational Background: ·       Minimum of College Diploma in a related field (Business, Computer Science,     Engineering, Sciences) or equivalent work experience. Work Experience:            ·         Minimum of  3 – 5 years combined experience in Pharmaceutical/Process       Industry, Consumer Packaged Goods, Information Systems, or Management      Consulting Environment ",,Business Systems Analyst,Full Time,"Weston, FL 33326",Biotechnology/Pharmaceuticals,http://jobview.monster.com/Business-Systems-Analyst-Job-Weston-FL-US-165871394.aspx?mescoid=1500123001001&jobPosition=10,,Experienced (Non-Manager),1921e83f4c5a0a696fb6ef48e4d997be
United States of America,US,,No,jobs.monster.com,"For more information or to submit your resume please send to staffing@rangam.com with the subject line: RCI-VZWI-60489 Business / Systems Analyst in Irving, TXStatistical models and visual analytics (nPath analysis, Text Analysis, Decision Trees, Naive BayesBS or MS in Math, Statistics, Engineering, economics or equivalent practical experience.Job DescriptionProvide reporting enhancements based on Big Data analysis using Teradata Aster and provide insights for customer experience improvements in client Self Service systems.Develop Omni channel analysis that involve data sources like web, mobile, chat, voice portal, call center, and retail store channels and external sources like Forums, Facebook and Tweeter feeds channels.The key aspect of the enhanced reports should be tracking trend changes using latest visualizations and provide insights for self service improvements drawn from journey maps as well as Omni channel interactions.ResponsibilitiesSupport client analytics team in analyzing internal and external data sources and creating actionable insights for customer experience improvements.Use advanced statistical methods to provide deeper understanding of customer profile, behavior and actions using text analysis from customer feedback and everyday transactional data.Collaborate with other IT and analytics teams as well as business partners to provide dynamic models and reports that will determine the self service features that customers expect from client as well as the propensity for usage of already provided features.RequirementsHands on experience using statistical models and visual analytics (nPath analysis, Text Analysis, Decision Trees, Naive Bayes, Association analysis, Regression, etc.)Experience in solutions that leverage distributed processing of large data sets (e.g. MapReduce, Hive, Aster)Experience using SQL, R, Python, D3.js, Tableau (or other visualization tools).Hands on experience with Microsoft Excel and PowerPoint.Demonstrated willingness to both teach others and curiosity to learn new techniques.Works under general supervision in a team environment and demonstrates self-direction.",,Business / Systems Analyst ,Full Time,"Irving, TX",,http://jobview.monster.com/Business-Systems-Analyst-in-Irving-TX-Job-Irving-TX-US-166661017.aspx?mescoid=1500123001001&jobPosition=10,,,188a956ee9ec7af021abe785151d73e1
United States of America,US,,No,jobs.monster.com,"RESPONSIBILITIES:A Kforce client in the Greater Boston, Massachusetts (MA) area is currently searching for a Senior Business Analyst to join their team. Tasks & Responsibilities: Work as a liaison between key business stakeholders and the different development teams Work with the business stakeholders to understand their business needs, and work with development teams to implement solutions that meet these needs, goals and objectives Work on multiple projects/sub-projects as a project team leader Provide functional and technical expertise and direction for the development of complex enterprise-wide solutions Coach teams to ensure project remains focused on the solution scope Identify how to assess the progress of the work across all components Oversee and consult on system and integration testing activities to ensure the system is developed according to the defined requirements and specifications Oversee user acceptance testing and obtain sign off from business customers* Unit testing and integration testing of all solution modules Root cause identification; problem definition. Troubleshoot issues; recognize and resolve system related problems Work independently and make necessary decisions throughout the systems process within guidelines Perform multiple tasks concurrently and respond to emergency situations* Communicate technical and complex information both orally and in writing Documentation: Develop functional and technical specifications, installation procedures, system administration and maintenance procedures, training to business usersREQUIREMENTS: Bachelor's degree required in a Computer-Related Discipline, Mathematics or Engineering Good working knowledge of SQL Expert in SDLC Activities and Methodologies Solid foundation in Project Management MethodologiesBusiness Analyst Skills: Ability to comprehend the desired functionality from the end user perspective and the underlying technical design; and develop / test accordingly Anticipate customer's expectations and meet or exceed these expectationsExcellent Communication Skills: Ability to communicate effectively with several individuals (20+) and sub-teams (5+); including business as well as technical project team members Proficient in making abstract concepts, issues and information clear and understandable to a wide variety of audiences through a variety of communication formats Able to span from big picture to detail Capable of influencing without authority Flexibility and adaptability to change and ambiguous situations Manage time effectively; balancing multiple priorities Display a strong sense of urgency Take initiative and act without waiting for direction Analytical thinking skills; ability to break down and solve complex problems Exposure to a range of technologies and tools Energetic, enthusiastic, willing to learn attitude A wide degree of creativity and latitude is expectedH1B Candidates are encouraged to apply and Green Card process started after 6 months",,Business Analyst,"Full Time, Employee","Chicago, IL 60290",,http://jobview.monster.com/Business-Analyst-Job-Chicago-IL-US-166749914.aspx?mescoid=1300087001001&jobPosition=7,,Experienced (Non-Manager),315a51da906cde62548e1d0c46c7f4f1
United States of America,US,,No,jobs.monster.com,"CyberData Technologies, Inc., an established technology solution provider based in Herndon, Virginia, is looking to expand its growing team. We are an industry leader in delivering enterprise class solutions for our federal clients.CyberData ranked 30th Fastest Growing Federal Contractors in Washington Technology 2008 Fast 50, and is an Inc. 500 company.  Our employees are our greatest asset and we are committed to their professional development and growth. We provide competitive salaries, bonuses, generous benefit packages, and paid time off to balance work and personal commitments. Job Location: Bethesda, MD  Job Duties (include but not limited to):Successful candidate must have great written and verbal communication skills. The functions that will be performed include:·         Partner with customer’s technical staff and leadership to identify and define scope, objectives and requirements·         Conduct business analysis to identify business needs, issues and / or gaps·         Partner with customer leadership and technical staff to develop and document business deliverables for new / enhanced capabilities including software development lifecycle (SDLC) and architecture and capability plan areas·         Participate in technology solutioning and development process by providing requirements documentation, SOP, subject matter expertise, and design input·         Ensure timely and effective execution of all deliverables·         Perform other dues as assigned by managementJob Requirements (include but not limited to):·         Bachelor’s degree in related field or equivalent work experience·         3+ years of experience in writing of which at least 2 years in technical writing (SOP experience is a strong plus)·         2+ years of business analysis experience·         Intermediate level of proficiency with PC based software programs (Word, Excel, Visio, PowerPoint, etc.)·         1+ years of experience gathering requirements from the client / business and providing clear documentation·         1+ years of experience in working with SDLC methodology. EPLC a strong plus. ·         1+ years of experience work with project methodology (requirements, design, development, test and implementation)Please submit your resume in Word format with salary requirement to career@cyberdatainc.com. Principals only: NO 3rd PARTY, no employment agencies. No telephone calls please. CyberData is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.                         CyberData Technologies, Inc.career@cyberdatainc.comCyberData TechnologiesWeb: http://www.cyberdatainc.com",,Business Analyst,Full Time,"Bethesda, MD 20892",Computer/IT Services,http://jobview.monster.com/Business-Analyst-Job-Bethesda-MD-US-166653819.aspx?mescoid=1300087001001&jobPosition=16,,Experienced (Non-Manager),7ace84f7575b9d0828c4c87a6d8938f3
United States of America,US,,No,jobs.monster.com,"Job Description Job #:  706031Title: Systems AnalystLocation: Columbus, OHContract: 1-2 yearsApex Systems is currently seeking a Systems Analyst for a multi-year contract in Columbus, OH. The qualified candidate will have the following skills:J",,Systems Analyst,Full Time Employee,"Job Description Job #:  706031Title: Systems AnalystLocation: Columbus, OHContract: 1-2 yearsApex Systems is currently seeking a Systems Analyst for a multi-year contract in Columbus, OH. The qualified candidate will have the following skills:J",Computer/IT Services,http://jobview.monster.com/systems-analyst-job-columbus-oh-us-175318260.aspx?mescoid=1500123001001&jobPosition=9,,Experienced (Non-Manager),f24d1843bec2959ab7bbd999ba96c1ad
United States of America,US,,No,jobs.monster.com,"Consulting opportunity that is likely to extend, possible for conversion to permanent salaried employee at contract conclusion.RESPONSIBILITIES·         Support individual brand activities and ad-hoc analysis·         Evaluate critical KPIs and reporting suites for key online functions·         Identify trends and overall digital landscape to help build forecasting and targeting models ·         Perform health checks (tag audits & post code release benchmark analysis), A/B testing support, testing new vendors, & monitoring activities ·         General troubleshooting around analytics reporting and analysis·         Master channel analytics and regularly present insights to Sr. leadership regarding the health of traffic channels·         Understand the relationships between value (revenue, cost savings, etc), digital engagement (login, site usage, mobile) and customer segments and profitability·         Identify most valuable interaction types and customer segments based on their potential value ·         Align key stakeholders with the process and outcome on an ongoing basis ·         Budget, forecast and track the aggregate annual benefits generated by digital initiatives by brand and in aggregate ·         Identify various data elements and determine how to connect various data ·         Partner with internal and external teams to identify business opportunities and develop robust advanced analytics solutions ·         Contribute to projects that utilize online & offline data (media/behavioral/attitudinal) to build customer centric models and product optimization tools·         Be an expert in advanced analytics and provide thought leadership on analytics roadmap, solutions, and tool setsEXPERIENCE REQUIREMENTS·         4-6 years quantitative web analyst credentials with experience doing strategic analysis·         4-6 years with Coremetrics & Google Analytics clickstream data in a retail/transactional environment·         Aptitude for both strategic thinking and tactical execution·         Ability to drive analytics with strong sense of business use cases and focus to drive actionable recommendations·         Strong business acumen and enthusiasm for digital innovation trends·         Experience working with large datasets using SQL and analytical programs ·         Comfortable working with technology partners and engaging in conversations ranging from business requirement to general technology capability discussions.",,Data Analytics Analyst ,"Full Time, Temporary/Contract/Project","West Chester, OH 45069",Other/Not Classified,http://jobview.monster.com/data-analytics-analyst-job-west-chester-oh-us-174853881.aspx?mescoid=1300087001001&jobPosition=4,40.00 - 50.00 $ /hour,Systems Analysis - ITWeb/UI/UX Design,f7f542ef618079ce541e03344969bd72
United States of America,US,,No,jobs.monster.com,"Experis is recruiting a Business Analyst for our premier client in Greater Cincinnati. This is a long term month rolling contract opportunity with a Fortune 50 organization. ****Candidates must have Application Development project experience in and Agile environment**** Position Summary: - The Business Analyst is responsible for eliciting the business needs of the customer to help determine solutions to complex business problems. - The Business Analyst is responsible for requirements development and requirements management in accordance to Software Development Life Cycle (SDLC) best practices. The Business Analyst will act as the liaison between the business units, technology teams and support teams. This particular role will focus on the Supply Chain line of business. - The Business Analyst must have the ability to plan and execute strategic initiatives to take complex projects from vision to reality. The Business Analyst has in-depth knowledge of a line of business and/or is experienced in the industry best practices. Responsibilities: - Work predominantly with the Supply Chain line of businesses to elicit, analyze and document complex business requirements. Required Skills/Experience: - Bachelors degree in IS or related equivalent work experience in an Information Systems position or comparable business unit experience. - 5 years experience in business analysis. - Excellent written and verbal communication and presentation skills to effectively communicate information to all levels within the organization. - Experience in multiple business areas Experis is an Equal Opportunity Employer (EOE/AA)",,Business Analyst ,Full Time Temporary/Contract/Project,Business Analyst,"Montgomery, OH",http://jobview.monster.com/business-analyst-job-montgomery-oh-us-175329338.aspx?mescoid=1300087001001&jobPosition=3,35.00 - 40.00 $ /hour,IT/Software Development,b572098f6db56faadc996107287ef0f1
